ID,trad_male,UHCollege,UHDept,Gender,YearPhDcompleted,YearsSincePhd,H2019,salary,female_c,udept_female_c,years_c,udept_avg_years_c,h_c,udept_avg_h_c,University,unique_college,unique_dept
00571f7a808ec06c,0,CLASS,Economics,Male,1999,20,21,358333,-0.125,-0.1044757665677547,2.208333333333332,-1.8515556384282696,2.833333333333332,-8.624324066178726,University4,University4: Social Sciences,University4: Economics
0017e47a8081a707,0,CLASS,Sociology,Female,1985,34,26,134149,0.33333333333333337,0.4371909000989119,19.11111111111111,-4.754333416206048,10.88888888888889,-11.679879621734283,University1,University1: Sciences,University1: Sociology
002a50e7233e9853,1,NSM,Physics,Male,1989,30,33,118850,-0.16129032258064516,-0.06818544398710955,3.419354838709676,6.937422856195386,-5.387096774193552,11.596106041348158,University3,University3: New College of Interdisciplinary Arts and Sciences,University3: Physics
001c1d263f6a043b,1,NSM,Mathematics,Female,1970,49,30,146964,0.8260869565217391,-0.05556272308949384,28.652173913043477,0.7046037818615858,8.434782608695652,-5.225773341541046,University2,University2: Arts and Sciences,University2: Mathematics
005a5ae9f70168f7,1,NSM,Computer Science,Male,2017,2,13,112270,-0.2857142857142857,0.056238519146530996,-12.785714285714286,-4.857508019380651,-12,-1.790990732845394,University5,University5: Engineering,University5: Computer Science
0060722b323d8708,0,CLASS,Political Science,Male,2015,4,7,80190,-0.19047619047619047,-0.038999576091564236,-16.523809523809526,0.880587218714588,-7.476190476190476,-12.314800256654918,University6,University6: Liberal Arts,University6: Political Science
00608215b4f09c39,0,CLASS,Psychology,Male,1990,29,77,223942,-0.4888888888888889,0.25941312232113417,7.222222222222221,2.134555472682841,29.244444444444447,20.96456482271016,University4,University4: Life Sciences,University4: Psychology
00684cd81949210e,1,NSM,Mathematics,Male,2008,11,6,82864.44,-0.17391304347826086,-0.05556272308949384,-9.347826086956523,0.7046037818615858,-15.565217391304348,-5.225773341541046,University2,University2: Arts and Sciences,University2: Mathematics
0090d609c0ef58e7,1,NSM,Biology & Biochemistry,Female,1984,35,43,174000,0.6666666666666667,0.10385756676557861,6.555555555555557,8.801222139349505,3.8888888888888857,12.32012037826572,University7,University7: Computer Mathematical & Natural Sciences,University7: Biology
0092bacdabcf5c29,1,Engineering,Biomedical Engineering,Male,2001,18,24,99928.44,-0.1875,-0.0419757665677547,2.375,-4.0182223050949375,-0.75,-2.040990732845394,University6,University6: Engineering,University6: Biomedical Engineering
00b3a8828f89572a,1,NSM,Physics,Male,1988,31,47,218000,-0.3125,0.0830242334322453,9.4375,1.9192776949050625,14.1875,6.021509267154606,University5,University5: Sciences,University5: Physics
00c7d3bbaa286949,1,NSM,Biology & Biochemistry,Male,1982,37,79,109710,-0.1875,-0.0419757665677547,17.75,-0.3932223050949375,51.375,0.834009267154606,University8,University8: Science,University8: Biological Sciences
01312248abacb17b,0,CLASS,Psychology,Male,1978,41,85,307476,-0.37037037037037035,0.14089460380261565,21.25925925925926,0.09751843564580298,48.407407407407405,9.801601859747201,University2,University2: Arts and Sciences,University2: Psychology
013aee2aebf7eff0,1,NSM,Computer Science,Male,2004,15,34,114401,-0.1794871794871795,-0.049988587080575214,-2.948717948717949,-1.6945043563769886,2.76923076923077,4.439778497923836,University3,University3: Engineering,University3: Computer Science
017a67c3d6d24be9,1,NSM,Chemistry & Biochemistry,Male,1996,23,59,143319.96,-0.125,-0.1044757665677547,0.25,3.1067776949050625,24.375,7.834009267154606,University9,University9: Natural Sciences and Mathematics,University9: Chemistry
017c8591b2550153,1,NSM,Earth & Atmospheric Sciences,Female,1995,24,24,108480,0.6428571428571428,0.12766709057510245,6.428571428571427,-2.0717937336663645,-2.428571428571427,-0.36241930427396696,University2,University2: Arts and Sciences,University2: Earth Sciences
0191ace948285746,1,Engineering,Electrical & Computer Engineering,Male,2010,9,13,98042.94,-0.125,-0.1044757665677547,-5.25,-5.3932223050949375,-15.8125,2.021509267154606,University9,University9: Engineering,University9: Electrical and Computer Engineering
019a4c8bd330f2a4,1,NSM,Physics,Male,2010,9,26,82161.96,-0.3333333333333333,0.10385756676557861,-12,1.3567776949050625,-38.66666666666667,37.87567593382128,University10,University10: College of Arts and Sciences,University10: Physics
019fae7efb0f08e1,1,Engineering,Electrical & Computer Engineering,Female,2013,6,7,97956,0.8536585365853658,-0.08313430315312056,-12.609756097560975,-1.0334662075339622,-23.975609756097562,4.184619023252168,University2,University2: Engineering,University2: Electrical and Computer Engineering
01a10caefc9cc9a4,0,CLASS,Psychology,Male,2011,8,13,89609.94,-0.5185185185185185,0.2890427519507638,-11.333333333333332,-0.30988897176160535,-24.444444444444443,10.653453711599049,University9,University9: Liberal Arts and Social Sciences,University9: Psychology
01abf2f8a89da13c,1,Engineering,Mechanical Engineering,Male,2003,16,14,97272,-0.1111111111111111,-0.1183646554566436,-2.166666666666668,-1.4765556384282696,-11.444444444444443,-1.3465462884009511,University5,University5: Engineering,University5: Mechanical and Aerospace Engineering
01c157cd5a7d0f41,0,CLASS,Psychology,Male,2010,9,13,86542,-0.38461538461538464,0.15513961804762993,-6.692307692307692,-3.950914612787246,-11,-2.790990732845394,University11,University11: Arts and Sciences,University11: Psychology
01c5b6808be8584b,1,NSM,Biology & Biochemistry,Female,1992,27,40,127665.69,0.16666666666666663,0.6038575667655787,-0.5,7.8567776949050625,10.833333333333332,2.375675933821274,University12,University12: College of Arts & Sciences,University12: Biology
01c913976fde8261,1,NSM,Biology & Biochemistry,Male,1971,48,54,208000,-0.3333333333333333,0.10385756676557861,19.555555555555557,8.801222139349505,14.888888888888886,12.32012037826572,University7,University7: Computer Mathematical & Natural Sciences,University7: Biology
01dddb1260602b7b,1,Engineering,Industrial Engineering,Male,2012,7,10,88305,0,-0.2294757665677547,-5.5,-7.1432223050949375,-4,-12.790990732845394,University13,University13: College of Engineering,University13: Industrial Manufacturing and Systems Engineering
0202951f2018449b,1,NSM,Earth & Atmospheric Sciences,Male,1987,32,63,180000,0,-0.2294757665677547,2.25,10.106777694905063,13.375,22.834009267154606,University7,University7: Computer Mathematical & Natural Sciences,University7: Atmospheric and Oceanic Science
023fbc48c2f3763b,1,NSM,Biology & Biochemistry,Female,1987,32,46,100101.06,0.72,0.050524233432245325,5.559999999999999,6.796777694905064,8.64,10.569009267154605,University9,University9: Natural Sciences and Mathematics,University9: Biology & Biochemistry
025604a73da03252,1,NSM,Mathematics,Male,2003,16,16,114129,-0.11538461538461539,-0.11409115118313931,-8.76923076923077,5.1260084641358326,-7.192307692307693,-3.5986830405377006,University6,University6: Science,University6: Mathematics
027963ad0fec470e,1,Engineering,Chemical & Biomolecular Engineering,Male,1984,35,43,169989.12,-0.125,-0.1044757665677547,15.9375,-0.5807223050949375,14.9375,1.271509267154606,University6,University6: Engineering,University6: Chemical Engineering
02841ce8aa00068b,1,NSM,Physics,Male,1990,29,41,171827.82,0,-0.2294757665677547,-0.8333333333333321,10.190111028238395,-4.166666666666664,18.37567593382127,University6,University6: Science,University6: Physics & Astronomy
0287f04496ad0bf8,1,Engineering,Electrical & Computer Engineering,Male,2003,16,37,131208,-0.2,-0.02947576656775469,-6.800000000000001,3.156777694905063,-11.520000000000003,21.72900926715461,University4,University4: Engineering and Applied Science,University4: Electrical and Computer Engineering
02ab076e73736b94,1,NSM,Physics,Male,1968,51,42,117175,-0.3125,0.0830242334322453,29.4375,1.9192776949050625,9.1875,6.021509267154606,University5,University5: Sciences,University5: Physics
02d77f9183bc788f,1,NSM,Biology & Biochemistry,Female,1987,32,37,114000,0.6666666666666667,0.10385756676557861,3.555555555555557,8.801222139349505,-2.1111111111111143,12.32012037826572,University7,University7: Computer Mathematical & Natural Sciences,University7: Biology
02e9f228ebe5863a,1,Engineering,Electrical & Computer Engineering,Male,1991,28,70,186781.68,-0.17391304347826086,-0.05556272308949384,13.08695652173913,-4.730178826834068,37.30434782608695,5.904661441067653,University2,University2: Engineering,University2: Computer Science and Engineering
02ed41aea2de948b,0,CLASS,Political Science,Male,1966,53,16,100359.64,-0.1,-0.1294757665677547,27.8,5.556777694905062,0.40000000000000036,-11.190990732845394,University14,University14: Economic Political and Policy Sciences,University14: Political Science
02edf5f6091612a8,1,Engineering,Electrical & Computer Engineering,Male,1974,45,29,215435.07,-0.125,-0.1044757665677547,30.75,-5.3932223050949375,0.1875,2.021509267154606,University9,University9: Engineering,University9: Electrical and Computer Engineering
0308d2f51a10d3c3,0,CLASS,Political Science,Female,1999,20,7,64253,0.9166666666666666,-0.1461424332344214,1.8333333333333321,-1.4765556384282696,-4.666666666666666,-15.124324066178728,University1,University1: Sciences,University1: Political Sciences
03162e3a9ae63373,1,Engineering,Mechanical Engineering,Male,2004,15,37,122299.74,-0.11538461538461539,-0.11409115118313931,-2.3076923076923066,-2.335529997402631,14.23076923076923,-4.021759963614624,University6,University6: Engineering,University6: Mechanical
0335eb02fcbcfbff,1,Engineering,Electrical & Computer Engineering,Male,1992,27,46,167483,-0.2,-0.02947576656775469,4.199999999999999,3.156777694905063,-2.520000000000003,21.72900926715461,University4,University4: Engineering and Applied Science,University4: Electrical and Computer Engineering
0366113e9bc975ef,1,Engineering,Electrical & Computer Engineering,Female,2001,18,26,117833,0.8666666666666667,-0.09614243323442137,-4.600000000000001,2.956777694905064,0.33333333333333215,-1.1243240661787262,University11,University11: Engineering,University11: Electrical Engineering
0374dd82d275be82,1,NSM,Physics,Female,2004,15,10,97800,0.8387096774193549,-0.06818544398710955,-11.580645161290324,6.937422856195386,-28.38709677419355,11.596106041348158,University3,University3: New College of Interdisciplinary Arts and Sciences,University3: Physics
03819120ea6f9ad9,0,CLASS,Psychology,Male,1974,45,60,189215,-0.4666666666666667,0.23719090009891197,20.6,4.756777694905061,17.799999999999997,15.409009267154609,University3,University3: School of Social and Behavioral Sciences,University3: Psychology
03b213460527ed50,0,CLASS,Economics,Male,2005,14,14,210708,-0.125,-0.1044757665677547,-3.125,-2.5182223050949375,-2.625,-10.165990732845394,University2,University2: Arts and Sciences,University2: Economics
040cf0ad285db185,0,CLASS,Psychology,Female,2008,11,18,76509,0.5185185185185186,0.25200571491372675,-5.296296296296298,-3.34692600879864,-6.888888888888889,-1.9021018439565047,University6,University6: College of Liberal Arts,University6: Psychology
04263c0fbcb5df1c,1,Engineering,Electrical & Computer Engineering,Male,1998,21,14,145614,-0.1,-0.1294757665677547,1.8333333333333321,-0.47655563842826965,-16.3,3.5090092671546067,University5,University5: Engineering,University5: Electrical and Computer
044bb3a0138bac7c,1,NSM,Biology & Biochemistry,Male,2004,15,27,109180,-0.3076923076923077,0.07821654112455301,-1.0769230769230766,-3.566299228171861,5.23076923076923,-5.021759963614624,University5,University5: Sciences,University5: Biological Sciences
045b74e077eb964d,0,CLASS,Psychology,Female,1989,30,30,178731,0.5185185185185186,0.25200571491372675,13.703703703703702,-3.34692600879864,5.111111111111111,-1.9021018439565047,University6,University6: College of Liberal Arts,University6: Psychology
046266120671e0c8,1,Engineering,Electrical & Computer Engineering,Male,1988,31,36,189032,-0.1,-0.1294757665677547,11.833333333333332,-0.47655563842826965,5.699999999999999,3.5090092671546067,University5,University5: Engineering,University5: Electrical and Computer
046802e605ce0afb,1,NSM,Computer Science,Male,2014,5,20,115239,-0.2857142857142857,0.056238519146530996,-9.785714285714286,-4.857508019380651,-5,-1.790990732845394,University5,University5: Engineering,University5: Computer Science
04739befe851d0a8,1,NSM,Physics,Male,1984,35,32,89379.87,-0.16129032258064516,-0.06818544398710955,8.419354838709676,6.937422856195386,-6.387096774193552,11.596106041348158,University3,University3: New College of Interdisciplinary Arts and Sciences,University3: Physics
048151b5a81dd074,1,NSM,Mathematics,Male,1986,33,18,122535,-0.09523809523809523,-0.13423767132965947,8.285714285714285,5.071063409190778,-8,-0.790990732845394,University3,University3: Mathematics,University3: Applied Mathematics
048221e352792f07,1,NSM,Physics,Male,2006,13,15,104407.02,-0.17391304347826086,-0.05556272308949384,-16.217391304347824,9.574168999252887,-31.391304347826086,19.600313614980692,University9,University9: Natural Sciences and Mathematics,University9: Physics
049b09af93b7adfd,1,NSM,Chemistry & Biochemistry,Male,2003,16,31,104858,-0.08333333333333333,-0.1461424332344214,-1.9166666666666679,-1.7265556384282696,-1.5833333333333357,5.792342600487942,University15,University15: Arts and Sciences,University15: Chemistry and Biochemistry
04c83b2c814cca19,1,NSM,Mathematics,Male,2006,13,21,112856.94,-0.3,0.07052423343224529,-4.300000000000001,-2.343222305094937,3.3000000000000007,-9.090990732845395,University6,University6: Science,University6: Statistics
04c9f70e3d703c53,1,NSM,Computer Science,Male,2004,15,40,193000,-0.10714285714285714,-0.12233290942489757,-8.321428571428573,3.6782062663336355,-6.571428571428569,19.780437838583175,University7,University7: Computer Mathematical & Natural Sciences,University7: Computer Science
04d14952a04584e8,1,NSM,Computer Science,Male,1983,36,60,228565,-0.1794871794871795,-0.049988587080575214,18.05128205128205,-1.6945043563769886,28.76923076923077,4.439778497923836,University3,University3: Engineering,University3: Computer Science
04d5dd691774cb6c,1,Engineering,Biomedical Engineering,Male,2002,17,22,114781,-0.2727272727272727,0.043251506159518005,2.1818181818181817,-4.825040486913119,2.09090909090909,-6.881899823754484,University3,University3: Engineering,University3: Biomedical Engineering
04eff057101fde3c,1,NSM,Earth & Atmospheric Sciences,Male,1990,29,32,118376,-0.19230769230769232,-0.037168074260062384,6.884615384615383,2.4721623102896793,-0.1923076923076934,5.401316959462299,University15,University15: Arts and Sciences,University15: Earth Ocean and Atmospheric Science
051df25f4e009347,1,NSM,Computer Science,Male,2014,5,12,105000,-0.1794871794871795,-0.049988587080575214,-12.948717948717949,-1.6945043563769886,-19.23076923076923,4.439778497923836,University3,University3: Engineering,University3: Computer Science
052b56b9056edb6c,0,CLASS,Psychology,Male,2003,16,36,127245.36,-0.45454545454545453,0.22506968797769983,-4.727272727272727,1.0840504221777891,0.6363636363636331,8.572645630790973,University14,University14: Behavioral and Brain Sciences,University14: Psychology
055a8f09df06aca9,0,CLASS,Sociology,Male,1975,44,30,148000,-0.5833333333333334,0.35385756676557867,22.75,1.6067776949050625,3.25,-0.04099073284539401,University7,University7: Behavioral and Social Sciences,University7: Sociology
055f214125e126e9,0,CLASS,Psychology,Male,1993,26,43,167598,-0.18181818181818182,-0.04765758474957288,8.09090909090909,-1.7341313960040274,4.545454545454547,11.66355472170006,University16,University16: Arts and Science,University16: Psychology
0567a5180986e1a8,1,Engineering,Biomedical Engineering,Male,2014,5,7,124000,-0.25,0.020524233432245298,-14.25,-0.3932223050949375,-22.333333333333332,2.542342600487938,University7,University7: Engineering,University7: Biomedical Engineering
056b081aca56e6fd,1,Engineering,Mechanical Engineering,Male,2007,12,16,110616,-0.043478260869565216,-0.18599750569818949,-5,-2.6432223050949375,-9.782608695652176,-1.0083820371932184,University2,University2: Engineering,University2: Mechanical and Aerospace Engineering
05745dab8df5b031,0,CLASS,Psychology,Male,2008,11,6,86000,-0.3125,0.0830242334322453,-9.1875,0.5442776949050625,-33,12.209009267154606,University7,University7: Behavioral and Social Sciences,University7: Psychology
057b093f593d9775,0,CLASS,Sociology,Male,1983,36,25,124974,-0.3,0.07052423343224529,10.7,5.656777694905063,8.3,-10.090990732845395,University6,University6: College of Liberal Arts,University6: Sociology
057c45c8dea4f1e7,1,Engineering,Chemical & Biomolecular Engineering,Male,2004,15,15,113000,-0.3,0.07052423343224529,-0.9000000000000004,-3.743222305094937,-15.399999999999999,3.6090092671546046,University7,University7: Engineering,University7: Chemical & Biomolecular Engineering
058a5b3143fc54b3,0,CLASS,Psychology,Female,1976,43,134,97668,0.5333333333333333,0.23719090009891197,18.6,4.756777694905061,91.8,15.409009267154609,University3,University3: School of Social and Behavioral Sciences,University3: Psychology
0599091e546af9e0,1,NSM,Biology & Biochemistry,Male,1992,27,61,259250,-0.36585365853658536,0.13637789196883066,4.926829268292682,2.4299484266123805,24.414634146341463,9.794375120813143,University3,University3: New College of Interdisciplinary Arts and Sciences,University3: Biology
059d15cfb06c01e8,0,CLASS,Psychology,Male,1994,25,57,100246,-0.18181818181818182,-0.04765758474957288,7.09090909090909,-1.7341313960040274,18.545454545454547,11.66355472170006,University16,University16: Arts and Science,University16: Psychology
05be89b8c56faee7,1,NSM,Mathematics,Female,1992,27,20,110867,0.7142857142857143,0.056238519146530996,6.142857142857142,1.2139205520479202,-2.428571428571427,-4.362419304273967,University5,University5: Sciences,University5: Mathematics
05dd8e2b49bf1f4e,1,NSM,Mathematics,Male,2010,9,13,93308,-0.2857142857142857,0.056238519146530996,-11.857142857142858,1.2139205520479202,-9.428571428571427,-4.362419304273967,University5,University5: Sciences,University5: Mathematics
05ffdf1107643cb1,1,NSM,Biology & Biochemistry,Female,2011,8,25,117893.88,0.6341463414634146,0.13637789196883066,-14.073170731707318,2.4299484266123805,-11.585365853658537,9.794375120813143,University3,University3: New College of Interdisciplinary Arts and Sciences,University3: Biology
06066d9e270a2a39,1,NSM,Computer Science,Male,1994,25,38,330000,-0.10714285714285714,-0.12233290942489757,1.678571428571427,3.6782062663336355,-8.57142857142857,19.780437838583175,University7,University7: Computer Mathematical & Natural Sciences,University7: Computer Science
0611df0425064c04,1,NSM,Mathematics,Female,1981,38,29,127497.12,0.6363636363636364,0.13416059706860894,9.272727272727273,9.08405042217779,7.727272727272727,-5.518263460118121,University10,University10: College of Arts and Sciences,University10: Mathematical Sciences
061648ea582e9468,1,NSM,Physics,Male,1999,20,42,131793,-0.07692307692307693,-0.15255268964467777,0.6153846153846168,-0.25860692047955425,14.23076923076923,0.978240036385376,University11,University11: Arts and Sciences,University11: Physics
06277ef7c11b021b,1,NSM,Biology & Biochemistry,Female,1995,24,32,119447,0.6923076923076923,0.07821654112455301,7.923076923076923,-3.566299228171861,10.23076923076923,-5.021759963614624,University5,University5: Sciences,University5: Biological Sciences
062fc1060d475a1d,1,Engineering,Mechanical Engineering,Male,2008,11,30,98000,-0.14814814814814814,-0.08132761841960656,-12.444444444444443,3.8012221393495054,1.6296296296296298,1.5793796375249762,University7,University7: Engineering,University7: Mechanical Engineering
06425640a39ef0f9,1,NSM,Biology & Biochemistry,Male,1981,38,33,171126,-0.28,0.050524233432245325,11.559999999999999,6.796777694905064,-4.359999999999999,10.569009267154605,University9,University9: Natural Sciences and Mathematics,University9: Biology & Biochemistry
067afa0802a04309,1,NSM,Physics,Male,1978,41,17,116329,-0.2222222222222222,-0.007253544345532492,21,0.3567776949050625,-9.444444444444443,-0.34654628840095114,University1,University1: Sciences,University1: Physics
067d1f48cb3cb4c6,1,Engineering,Electrical & Computer Engineering,Male,1986,33,34,339437,-0.07692307692307693,-0.15255268964467777,19.076923076923077,-5.720145382018014,11.692307692307693,-4.483298425153087,University1,University1: Engineering & Computer Science,University1: Electrical and Computer Engineering
06a5469ec9af8458,1,NSM,Computer Science,Female,2008,11,33,129950,0.84,-0.0694757665677547,-10.920000000000002,2.276777694905064,-20.64,26.849009267154607,University4,University4: Engineering and Applied Sciences,University4: Computer Science
06b5488134f06162,0,CLASS,Psychology,Male,2007,12,20,78780,-0.18181818181818182,-0.04765758474957288,-5.90909090909091,-1.7341313960040274,-18.454545454545453,11.66355472170006,University16,University16: Arts and Science,University16: Psychology
06bd178bc295729f,1,Engineering,Electrical & Computer Engineering,Male,1989,30,22,203943.36,-0.125,-0.1044757665677547,4.1875,6.1692776949050625,-3.5625,-1.228490732845394,University10,University10: Engineering & Applied Science,University10: Electrical Engineering & Computer Science
06e055f6b231707f,1,NSM,Biology & Biochemistry,Male,1998,21,16,80306,-0.1875,-0.0419757665677547,1.75,-0.3932223050949375,-11.625,0.834009267154606,University8,University8: Science,University8: Biological Sciences
06f1587830e9413a,1,NSM,Mathematics,Female,2009,10,7,94687.56,0.6363636363636364,0.13416059706860894,-18.727272727272727,9.08405042217779,-14.272727272727273,-5.518263460118121,University10,University10: College of Arts and Sciences,University10: Mathematical Sciences
070e1960e32c342f,1,Engineering,Mechanical Engineering,Male,1968,51,15,162469,-0.2777777777777778,0.04830201121002309,31.666666666666668,-0.30988897176160535,-17.77777777777778,5.986787044932385,University5,University5: Engineering,University5: Materials Science and Engineering
0716db0b584d109f,1,NSM,Earth & Atmospheric Sciences,Male,1953,66,65,58902.03,-0.21428571428571427,-0.015190052282040428,40.10714285714286,6.249634837762205,35.89285714285714,2.3161521242974636,University9,University9: Natural Sciences and Mathematics,University9: Earth & Atmospheric Sciences
072831d6291c605d,1,NSM,Computer Science,Male,1996,23,30,129926,-0.2857142857142857,0.056238519146530996,8.214285714285714,-4.857508019380651,5,-1.790990732845394,University5,University5: Engineering,University5: Computer Science
072bc11ca74ba7d3,0,CLASS,Psychology,Female,2013,6,8,88820.59,0.5238095238095238,0.24671470962272146,-10.19047619047619,-3.4527461146187477,-19.61904761904762,0.8280568862022264,University12,University12: College of Arts & Sciences,University12: Psychology
07921644fb6ffa90,1,Engineering,Civil & Environmental Engineering,Female,1998,21,18,125000,0.8461538461538461,-0.07562961272160085,-4.76923076923077,6.1260084641358326,-9.615384615384617,0.8243938825392227,University7,University7: Engineering,University7: Civil & Environmental Engineering
07af299263191cf9,1,Engineering,Mechanical Engineering,Female,2013,6,5,88500,0.9230769230769231,-0.15255268964467777,-11.846153846153847,-1.7970684589410908,-19.692307692307693,-2.0986830405377006,University15,University15: Engineering,University15: Mechanical Engineering
07b1a8be3c93f245,1,Engineering,Industrial Engineering,Female,1993,26,15,132925,0.75,0.020524233432245298,5.166666666666668,1.1901110282383947,-2.333333333333332,-9.457657399512062,University1,University1: Engineering & Computer Science,University1: Industrial Engineering and Management Systems
07bbb839752aaeee,1,NSM,Biology & Biochemistry,Female,2009,10,17,88100,0.6341463414634146,0.13637789196883066,-12.073170731707318,2.4299484266123805,-19.585365853658537,9.794375120813143,University3,University3: New College of Interdisciplinary Arts and Sciences,University3: Biology
07e37ff674ba7cca,1,Engineering,Mechanical Engineering,Male,1997,22,32,141079,-0.1111111111111111,-0.1183646554566436,3.833333333333332,-1.4765556384282696,6.555555555555557,-1.3465462884009511,University5,University5: Engineering,University5: Mechanical and Aerospace Engineering
07eb6085243c46c3,1,Engineering,Mechanical Engineering,Male,1976,43,117,208332,-0.043478260869565216,-0.18599750569818949,26,-2.6432223050949375,91.21739130434783,-1.0083820371932184,University2,University2: Engineering,University2: Mechanical and Aerospace Engineering
07ebde43b43af854,1,NSM,Mathematics,Male,2005,14,13,103720,-0.09523809523809523,-0.13423767132965947,-10.714285714285715,5.071063409190778,-13,-0.790990732845394,University3,University3: Mathematics,University3: Applied Mathematics
0817da5420f53f7b,1,Engineering,Electrical & Computer Engineering,Male,1988,31,47,145190,-0.13333333333333333,-0.09614243323442137,8.399999999999999,2.956777694905064,21.333333333333332,-1.1243240661787262,University11,University11: Engineering,University11: Electrical Engineering
0819f3c4bf393ecf,1,Engineering,Mechanical Engineering,Male,2015,4,16,106558,-0.26666666666666666,0.03719090009891196,-18.533333333333335,2.8901110282383975,-16.93333333333333,6.142342600487936,University4,University4: Engineering and Applied Science,University4: Mechanical and Aerospace Engineering
082029471aea60c0,1,NSM,Mathematics,Male,2014,5,10,83324,-0.09090909090909091,-0.1385666756586638,-15.727272727272727,1.0840504221777891,-8.90909090909091,-7.881899823754484,University15,University15: Arts and Sciences,University15: Mathematics
08388e1500366bd8,1,Engineering,Electrical & Computer Engineering,Male,2002,17,37,149738.13,-0.2413793103448276,0.011903543777072895,-2.379310344827587,-0.2639119602673503,5.96551724137931,4.243492025775296,University6,University6: Engineering,University6: Computer Science & Engineering
0847c6db731ac861,0,CLASS,Psychology,Male,2008,11,27,127000,-0.3125,0.0830242334322453,-9.1875,0.5442776949050625,-12,12.209009267154606,University7,University7: Behavioral and Social Sciences,University7: Psychology
086e7b49ec06d209,1,NSM,Physics,Male,2003,16,27,184000,-0.13043478260869565,-0.09904098395905905,-8.913043478260871,5.2698211731659335,-23.608695652173914,23.81770491932852,University7,University7: Computer Mathematical & Natural Sciences,University7: Physics
08928e1aa97f321a,1,NSM,Physics,Female,2008,11,14,88000,0.8387096774193549,-0.06818544398710955,-15.580645161290324,6.937422856195386,-24.38709677419355,11.596106041348158,University3,University3: New College of Interdisciplinary Arts and Sciences,University3: Physics
0897ce24e16c7ffe,1,Engineering,Electrical & Computer Engineering,Female,2002,17,37,130137,0.9,-0.1294757665677547,-2.166666666666668,-0.47655563842826965,6.699999999999999,3.5090092671546067,University5,University5: Engineering,University5: Electrical and Computer
08a6b0d1aa7e3dcf,1,NSM,Earth & Atmospheric Sciences,Male,1984,35,44,147000,0,-0.2294757665677547,5.25,10.106777694905063,-5.625,22.834009267154606,University7,University7: Computer Mathematical & Natural Sciences,University7: Atmospheric and Oceanic Science
08c65d223d92ad56,1,Engineering,Mechanical Engineering,Female,2016,3,7,93933,0.7222222222222222,0.04830201121002309,-16.333333333333332,-0.30988897176160535,-25.77777777777778,5.986787044932385,University5,University5: Engineering,University5: Materials Science and Engineering
08d2e29fcf3f8518,0,CLASS,Political Science,Male,1994,25,14,134506.8,-0.19047619047619047,-0.038999576091564236,4.4761904761904745,0.880587218714588,-0.4761904761904763,-12.314800256654918,University6,University6: Liberal Arts,University6: Political Science
090040d79a6b3477,1,Engineering,Petroleum Engineering,Male,1987,32,51,157500,-0.25,0.020524233432245298,6.4375,5.9192776949050625,24.0625,0.146509267154606,University6,University6: Engineering,University6: Petroleum
091ce159be907f2d,1,Engineering,Biomedical Engineering,Male,1987,32,57,175886,-0.2727272727272727,0.043251506159518005,12.09090909090909,0.26586860399597256,10.363636363636367,19.84537290351824,University4,University4: Engineering and Applied Sciences,University4: Bioengineering
094f281841293572,0,CLASS,Economics,Male,2004,15,13,284917,-0.125,-0.1044757665677547,-2.791666666666668,-1.8515556384282696,-5.166666666666668,-8.624324066178726,University4,University4: Social Sciences,University4: Economics
0950a29b58016542,0,CLASS,Economics,Male,1994,25,13,181000,-0.3076923076923077,0.07821654112455301,-0.11538461538461675,5.472162310289679,-14.346153846153847,0.5551631133084527,University7,University7: Behavioral and Social Sciences,University7: Economics
0956f8645dc3c762,1,NSM,Earth & Atmospheric Sciences,Male,1996,23,51,244917,-0.21052631578947367,-0.01894945077828103,-2.7368421052631575,6.09361980016822,9,15.209009267154606,University4,University4: College of Physical Sciences,University4: Earth Planetary and Space Sciences
095ab6c9b9d84db2,1,NSM,Mathematics,Male,1997,22,10,75850,-0.18181818181818182,-0.04765758474957288,-1.7272727272727266,4.084050422177789,-4,-12.790990732845394,University8,University8: Science,University8: Mathematical Sciences
0964f3c8f404c469,1,Engineering,Electrical & Computer Engineering,Male,2007,12,18,105228,-0.14634146341463414,-0.08313430315312056,-6.609756097560975,-1.0334662075339622,-12.975609756097562,4.184619023252168,University2,University2: Engineering,University2: Electrical and Computer Engineering
096ad205409beac8,1,NSM,Chemistry & Biochemistry,Male,1981,38,64,159270,-0.08333333333333333,-0.1461424332344214,20.083333333333332,-1.7265556384282696,31.416666666666664,5.792342600487942,University15,University15: Arts and Sciences,University15: Chemistry and Biochemistry
0981e9dd4f857ab0,1,Engineering,Electrical & Computer Engineering,Male,1987,32,46,154939.95,-0.2413793103448276,0.011903543777072895,12.620689655172413,-0.2639119602673503,14.96551724137931,4.243492025775296,University6,University6: Engineering,University6: Computer Science & Engineering
0982e90a299e8156,1,Engineering,Electrical & Computer Engineering,Male,2016,3,6,95000,-0.07692307692307693,-0.15255268964467777,-10.923076923076923,-5.720145382018014,-16.307692307692307,-4.483298425153087,University1,University1: Engineering & Computer Science,University1: Electrical and Computer Engineering
09c594792496ccd5,0,CLASS,Psychology,Female,2006,13,15,86852.02,0.5238095238095238,0.24671470962272146,-3.19047619047619,-3.4527461146187477,-12.61904761904762,0.8280568862022264,University12,University12: College of Arts & Sciences,University12: Psychology
